# step Etot Epot T p 
2659 -8818.3494 -8818.3494 0.0 459.1397 
2660 -8818.3497 -8818.3497 0.0 459.1412 
2661 -8818.3497 -8818.3497 0.0 459.1414 
2662 -8818.575 -8818.575 0.0 458.7571 
2663 -8814.9541 -8814.9541 0.0 458.231 
2664 -8818.9389 -8818.9389 0.0 458.9466 
2665 -8818.9355 -8818.9355 0.0 458.929 
2666 -8818.939 -8818.939 0.0 458.9448 
2667 -8818.939 -8818.939 0.0 458.9451 
2668 -8818.939 -8818.939 0.0 458.9452 
2669 -8818.939 -8818.939 0.0 458.9454 
2670 -8818.939 -8818.939 0.0 458.9452 
2671 -8818.984 -8818.984 0.0 458.4783 
2672 -8814.8017 -8814.8017 0.0 457.8802 
2673 -8819.478 -8819.478 0.0 458.726 
2674 -8819.4735 -8819.4735 0.0 458.7027 
2675 -8819.4778 -8819.4778 0.0 458.7237 
2676 -8819.478 -8819.478 0.0 458.7257 
2677 -8819.478 -8819.478 0.0 458.7255 
2678 -8819.478 -8819.478 0.0 458.7257 
2679 -8819.3259 -8819.3259 0.0 459.3829 
2680 -8819.9746 -8819.9746 0.0 459.0518 
2681 -8819.9693 -8819.9693 0.0 459.0865 
2682 -8819.9745 -8819.9745 0.0 459.0554 
2683 -8819.9745 -8819.9745 0.0 459.0524 
2684 -8819.9746 -8819.9746 0.0 459.0519 
2685 -8819.7882 -8819.7882 0.0 458.6046 
2686 -8820.4737 -8820.4737 0.0 458.86 
2687 -8820.4675 -8820.4675 0.0 458.8358 
2688 -8820.4737 -8820.4737 0.0 458.8576 
2689 -8820.4737 -8820.4737 0.0 458.8593 
2690 -8820.4737 -8820.4737 0.0 458.8601 
2691 -8820.0899 -8820.0899 0.0 458.9698 
2692 -8820.936 -8820.936 0.0 458.9196 
2693 -8820.9283 -8820.9283 0.0 458.926 
2694 -8820.9358 -8820.9358 0.0 458.9203 
2695 -8820.936 -8820.936 0.0 458.9197 
2696 -8820.2424 -8820.2424 0.0 458.5355 
2697 -8821.3463 -8821.3463 0.0 458.7877 
2698 -8821.3363 -8821.3363 0.0 458.7642 
2699 -8821.3466 -8821.3466 0.0 458.7852 
2700 -8821.3466 -8821.3466 0.0 458.7856 
2701 -8821.3466 -8821.3466 0.0 458.7852 
2702 -8820.3711 -8820.3711 0.0 458.3982 
2703 -8821.7177 -8821.7177 0.0 458.6667 
2704 -8821.7052 -8821.7052 0.0 458.6421 
2705 -8821.7175 -8821.7175 0.0 458.6643 
2706 -8821.7175 -8821.7175 0.0 458.6663 
2707 -8821.7177 -8821.7177 0.0 458.6667 
2708 -8820.8257 -8820.8257 0.0 459.0968 
2709 -8822.1217 -8822.1217 0.0 458.8295 
2710 -8822.1101 -8822.1101 0.0 458.8574 
2711 -8822.1218 -8822.1218 0.0 458.8323 
2712 -8822.1218 -8822.1218 0.0 458.8313 
2713 -8822.1218 -8822.1218 0.0 458.8323 
2714 -8820.8961 -8820.8961 0.0 459.0478 
2715 -8822.5001 -8822.5001 0.0 458.9124 
2716 -8822.4857 -8822.4857 0.0 458.9274 
2717 -8822.4999 -8822.4999 0.0 458.914 
2718 -8822.5001 -8822.5001 0.0 458.9128 
2719 -8822.5001 -8822.5001 0.0 458.9124 
2720 -8820.3726 -8820.3726 0.0 458.6712 
2721 -8822.8396 -8822.8396 0.0 458.8679 
2722 -8822.8164 -8822.8164 0.0 458.8529 
2723 -8822.8394 -8822.8394 0.0 458.8665 
2724 -8822.8398 -8822.8398 0.0 458.8676 
2725 -8820.2677 -8820.2677 0.0 458.2931 
2726 -8823.1909 -8823.1909 0.0 458.7481 
2727 -8823.1619 -8823.1619 0.0 458.7101 
2728 -8823.1906 -8823.1906 0.0 458.7444 
2729 -8823.1909 -8823.1909 0.0 458.7477 
2730 -8821.2051 -8821.2051 0.0 459.1582 
2731 -8823.5918 -8823.5918 0.0 458.8997 
2732 -8821.3496 -8821.3496 0.0 459.1276 
2733 -8823.9729 -8823.9729 0.0 458.9997 
2734 -8823.9471 -8823.9471 0.0 459.0213 
2735 -8823.9727 -8823.9727 0.0 459.0019 
2736 -8823.9729 -8823.9729 0.0 458.9999 
2737 -8821.7032 -8821.7032 0.0 458.726 
2738 -8824.3565 -8824.3565 0.0 458.9609 
2739 -8824.3316 -8824.3316 0.0 458.9455 
2740 -8824.3563 -8824.3563 0.0 458.9595 
2741 -8824.3565 -8824.3565 0.0 458.9608 
2742 -8824.3565 -8824.3565 0.0 458.961 
2743 -8822.602 -8822.602 0.0 459.6234 
2744 -8824.7987 -8824.7987 0.0 459.1975 
2745 -8824.7769 -8824.7769 0.0 459.2467 
2746 -8824.7987 -8824.7987 0.0 459.2024 
2747 -8824.7987 -8824.7987 0.0 459.1991 
2748 -8824.7987 -8824.7987 0.0 459.1988 
2749 -8824.7987 -8824.7987 0.0 459.1986 
2750 -8824.7987 -8824.7987 0.0 459.1988 
2751 -8822.9133 -8822.9133 0.0 459.6539 
2752 -8825.2148 -8825.2148 0.0 459.3674 
2753 -8825.1922 -8825.1922 0.0 459.4029 
2754 -8825.2148 -8825.2148 0.0 459.3709 
2755 -8822.9185 -8822.9185 0.0 459.0835 
2756 -8825.591 -8825.591 0.0 459.328 
2757 -8825.5649 -8825.5649 0.0 459.3121 
2758 -8825.5909 -8825.5909 0.0 459.3264 
2759 -8825.5911 -8825.5911 0.0 459.3277 
2760 -8825.5911 -8825.5911 0.0 459.3277 
2761 -8825.5911 -8825.5911 0.0 459.3277 
2762 -8823.1931 -8823.1931 0.0 461.1898 
2763 -8825.9828 -8825.9828 0.0 459.8735 
2764 -8825.955 -8825.955 0.0 460.0147 
2765 -8825.9824 -8825.9824 0.0 459.8878 
2766 -8825.9828 -8825.9828 0.0 459.875 
2767 -8825.9828 -8825.9828 0.0 459.8737 
2768 -8825.9828 -8825.9828 0.0 459.8736 
2769 -8824.0161 -8824.0161 0.0 460.2009 
2770 -8826.4009 -8826.4009 0.0 460.0153 
2771 -8824.4499 -8824.4499 0.0 459.1845 
2772 -8826.8237 -8826.8237 0.0 459.8148 
2773 -8824.7016 -8824.7016 0.0 460.151 
2774 -8827.2284 -8827.2284 0.0 459.9576 
2775 -8827.2038 -8827.2038 0.0 459.9874 
2776 -8827.2285 -8827.2285 0.0 459.9606 
2777 -8827.2286 -8827.2286 0.0 459.9592 
2778 -8827.2285 -8827.2285 0.0 459.9589 
2779 -8827.2286 -8827.2286 0.0 459.9592 
2780 -8825.3934 -8825.3934 0.0 458.9544 
2781 -8827.651 -8827.651 0.0 459.7 
2782 -8827.628 -8827.628 0.0 459.6349 
2783 -8827.6505 -8827.6505 0.0 459.6937 
2784 -8827.6509 -8827.6509 0.0 459.6995 
2785 -8825.5531 -8825.5531 0.0 458.5271 
2786 -8828.0633 -8828.0633 0.0 459.4031 
2787 -8828.0376 -8828.0376 0.0 459.3252 
2788 -8828.0627 -8828.0627 0.0 459.3955 
2789 -8828.0633 -8828.0633 0.0 459.4023 
2790 -8828.0633 -8828.0633 0.0 459.4031 
2791 -8825.7845 -8825.7845 0.0 458.867 
2792 -8828.4706 -8828.4706 0.0 459.2942 
2793 -8828.4436 -8828.4436 0.0 459.2614 
2794 -8828.4702 -8828.4702 0.0 459.2911 
2795 -8828.4706 -8828.4706 0.0 459.2938 
2796 -8828.4705 -8828.4705 0.0 459.2936 
2797 -8826.0817 -8826.0817 0.0 460.2164 
2798 -8828.8651 -8828.8651 0.0 459.5857 
2799 -8828.8382 -8828.8382 0.0 459.6581 
2800 -8828.8652 -8828.8652 0.0 459.593 
2801 -8828.8652 -8828.8652 0.0 459.5897 
2802 -8827.2338 -8827.2338 0.0 459.1802 
2803 -8829.2704 -8829.2704 0.0 459.4976 
2804 -8829.2512 -8829.2512 0.0 459.4723 
2805 -8829.2702 -8829.2702 0.0 459.4952 
2806 -8829.2704 -8829.2704 0.0 459.4973 
2807 -8829.2704 -8829.2704 0.0 459.4976 
2808 -8827.6695 -8827.6695 0.0 457.0542 
2809 -8829.6512 -8829.6512 0.0 458.7874 
2810 -8829.6316 -8829.6316 0.0 458.6211 
2811 -8829.6509 -8829.6509 0.0 458.771 
2812 -8829.6512 -8829.6512 0.0 458.7858 
2813 -8828.2633 -8828.2633 0.0 457.8378 
2814 -8830.0242 -8830.0242 0.0 458.5216 
2815 -8830.0067 -8830.0067 0.0 458.4601 
2816 -8830.0242 -8830.0242 0.0 458.5155 
2817 -8830.0242 -8830.0242 0.0 458.5207 
2818 -8830.0243 -8830.0243 0.0 458.5215 
2819 -8830.0242 -8830.0242 0.0 458.5214 
2820 -8830.0243 -8830.0243 0.0 458.5215 
2821 -8829.1675 -8829.1675 0.0 457.8001 
2822 -8830.444 -8830.444 0.0 458.291 
2823 -8829.4812 -8829.4812 0.0 457.566 
2824 -8830.8436 -8830.8436 0.0 458.0678 
2825 -8830.8309 -8830.8309 0.0 458.0226 
2826 -8830.8434 -8830.8434 0.0 458.0635 
2827 -8830.8437 -8830.8437 0.0 458.0674 
2828 -8829.8026 -8829.8026 0.0 456.901 
2829 -8831.2385 -8831.2385 0.0 457.6958 
2830 -8831.2244 -8831.2244 0.0 457.6215 
2831 -8831.2384 -8831.2384 0.0 457.6885 
2832 -8831.2385 -8831.2385 0.0 457.6951 
2833 -8831.2385 -8831.2385 0.0 457.6959 
2834 -8830.3349 -8830.3349 0.0 456.4525 
2835 -8831.6154 -8831.6154 0.0 457.2842 
2836 -8831.6026 -8831.6026 0.0 457.2053 
2837 -8831.6151 -8831.6151 0.0 457.2764 
2838 -8831.615 -8831.615 0.0 457.2836 
2839 -8831.6154 -8831.6154 0.0 457.2842 
2840 -8831.1648 -8831.1648 0.0 456.8218 
2841 -8832.0264 -8832.0264 0.0 457.1143 
2842 -8832.0183 -8832.0183 0.0 457.0874 
2843 -8832.0263 -8832.0263 0.0 457.1117 
2844 -8832.0263 -8832.0263 0.0 457.1139 
2845 -8832.0264 -8832.0264 0.0 457.1144 
2846 -8831.5986 -8831.5986 0.0 455.8108 
2847 -8832.4205 -8832.4205 0.0 456.5991 
2848 -8832.4122 -8832.4122 0.0 456.5228 
2849 -8832.4208 -8832.4208 0.0 456.5913 
2850 -8832.4208 -8832.4208 0.0 456.5927 
2851 -8832.4207 -8832.4207 0.0 456.5935 
2852 -8832.4208 -8832.4208 0.0 456.5927 
2853 -8832.0824 -8832.0824 0.0 454.9883 
2854 -8832.8007 -8832.8007 0.0 455.9357 
2855 -8832.794 -8832.794 0.0 455.8431 
2856 -8832.8007 -8832.8007 0.0 455.9264 
2857 -8832.8008 -8832.8008 0.0 455.933 
2858 -8832.4577 -8832.4577 0.0 454.6193 
2859 -8833.1694 -8833.1694 0.0 455.4007 
2860 -8833.1624 -8833.1624 0.0 455.3248 
2861 -8833.169 -8833.169 0.0 455.3933 
2862 -8833.1695 -8833.1695 0.0 455.4 
2863 -8833.1695 -8833.1695 0.0 455.3993 
2864 -8832.7044 -8832.7044 0.0 454.6103 
2865 -8833.5078 -8833.5078 0.0 455.1073 
2866 -8833.4999 -8833.4999 0.0 455.0603 
2867 -8833.5078 -8833.5078 0.0 455.1026 
2868 -8833.5079 -8833.5079 0.0 455.106 
2869 -8833.1741 -8833.1741 0.0 455.3713 
2870 -8833.8605 -8833.8605 0.0 455.2353 
2871 -8833.8541 -8833.8541 0.0 455.2511 
2872 -8833.8605 -8833.8605 0.0 455.2369 
2873 -8833.8606 -8833.8606 0.0 455.2363 
2874 -8833.8606 -8833.8606 0.0 455.2362 
2875 -8833.8605 -8833.8605 0.0 455.2361 
2876 -8833.8606 -8833.8606 0.0 455.2362 
2877 -8833.3671 -8833.3671 0.0 455.9801 
2878 -8834.1862 -8834.1862 0.0 455.5446 
2879 -8834.1778 -8834.1778 0.0 455.5914 
2880 -8834.1861 -8834.1861 0.0 455.5493 
2881 -8834.1862 -8834.1862 0.0 455.5454 
2882 -8834.1861 -8834.1861 0.0 455.5458 
2883 -8833.8249 -8833.8249 0.0 455.6619 
2884 -8834.5426 -8834.5426 0.0 455.6141 
2885 -8834.5357 -8834.5357 0.0 455.6214 
2886 -8834.5428 -8834.5428 0.0 455.6148 
2887 -8834.5425 -8834.5425 0.0 455.6148 
2888 -8834.5428 -8834.5428 0.0 455.6148 
2889 -8833.8685 -8833.8685 0.0 455.0296 
2890 -8834.8633 -8834.8633 0.0 455.4266 
2891 -8834.8534 -8834.8534 0.0 455.3907 
2892 -8834.8632 -8834.8632 0.0 455.4231 
2893 -8834.8633 -8834.8633 0.0 455.4262 
2894 -8833.8884 -8833.8884 0.0 455.0562 
2895 -8835.1804 -8835.1804 0.0 455.332 
2896 -8835.1676 -8835.1676 0.0 455.3097 
2897 -8835.1803 -8835.1803 0.0 455.3299 
2898 -8835.1806 -8835.1806 0.0 455.3318 
2899 -8833.7031 -8833.7031 0.0 454.7457 
2900 -8835.484 -8835.484 0.0 455.1927 
2901 -8835.4666 -8835.4666 0.0 455.155 
2902 -8835.4839 -8835.4839 0.0 455.1891 
2903 -8835.4841 -8835.4841 0.0 455.1924 
2904 -8833.9597 -8833.9597 0.0 455.6544 
2905 -8835.8247 -8835.8247 0.0 455.3618 
2906 -8835.8059 -8835.8059 0.0 455.3978 
2907 -8835.8242 -8835.8242 0.0 455.3655 
2908 -8835.8244 -8835.8244 0.0 455.3622 
2909 -8835.8247 -8835.8247 0.0 455.3618 
2910 -8833.9211 -8833.9211 0.0 457.2996 
2911 -8836.1568 -8836.1568 0.0 455.9333 
2912 -8836.1353 -8836.1353 0.0 456.077 
2913 -8836.1564 -8836.1564 0.0 455.9479 
2914 -8836.1568 -8836.1568 0.0 455.9348 
2915 -8834.3381 -8834.3381 0.0 456.2827 
2916 -8836.48 -8836.48 0.0 456.0622 
2917 -8836.4594 -8836.4594 0.0 456.091 
2918 -8836.4804 -8836.4804 0.0 456.065 
2919 -8836.4804 -8836.4804 0.0 456.0642 
2920 -8836.4806 -8836.4806 0.0 456.0638 
2921 -8836.4804 -8836.4804 0.0 456.0637 
2922 -8836.4806 -8836.4806 0.0 456.0638 
2923 -8834.5287 -8834.5287 0.0 455.1728 
2924 -8836.7753 -8836.7753 0.0 455.8543 
2925 -8836.7545 -8836.7545 0.0 455.7923 
2926 -8836.7754 -8836.7754 0.0 455.8482 
2927 -8836.7754 -8836.7754 0.0 455.851 
2928 -8836.7754 -8836.7754 0.0 455.852 
2929 -8836.7755 -8836.7755 0.0 455.8524 
2930 -8836.7755 -8836.7755 0.0 455.8526 
2931 -8836.7755 -8836.7755 0.0 455.8524 
2932 -8835.0122 -8835.0122 0.0 454.2935 
2933 -8837.0715 -8837.0715 0.0 455.4495 
2934 -8837.0506 -8837.0506 0.0 455.3402 
2935 -8837.0712 -8837.0712 0.0 455.4387 
2936 -8837.0714 -8837.0714 0.0 455.4485 
2937 -8837.0715 -8837.0715 0.0 455.4494 
2938 -8837.0715 -8837.0715 0.0 455.4495 
2939 -8835.3347 -8835.3347 0.0 455.1036 
2940 -8837.3619 -8837.3619 0.0 455.3788 
2941 -8837.3416 -8837.3416 0.0 455.3573 
2942 -8837.3619 -8837.3619 0.0 455.3766 
2943 -8837.3619 -8837.3619 0.0 455.3784 
2944 -8837.3619 -8837.3619 0.0 455.3788 
2945 -8837.3619 -8837.3619 0.0 455.3788 
2946 -8836.1951 -8836.1951 0.0 456.2562 
2947 -8837.6885 -8837.6885 0.0 455.677 
2948 -8837.6748 -8837.6748 0.0 455.7382 
2949 -8837.6884 -8837.6884 0.0 455.6832 
2950 -8837.6885 -8837.6885 0.0 455.6776 
2951 -8836.513 -8836.513 0.0 455.1741 
2952 -8838.0002 -8838.0002 0.0 455.5377 
2953 -8837.9864 -8837.9864 0.0 455.5045 
2954 -8838.0001 -8838.0001 0.0 455.5345 
2955 -8838.0002 -8838.0002 0.0 455.5374 
2956 -8836.5749 -8836.5749 0.0 456.6762 
2957 -8838.2765 -8838.2765 0.0 455.8843 
2958 -8838.2606 -8838.2606 0.0 455.9676 
2959 -8838.2766 -8838.2766 0.0 455.8926 
2960 -8838.2765 -8838.2765 0.0 455.8894 
2961 -8838.2766 -8838.2766 0.0 455.8926 
2962 -8837.099 -8837.099 0.0 458.0234 
2963 -8838.5537 -8838.5537 0.0 456.5563 
2964 -8838.5397 -8838.5397 0.0 456.7063 
2965 -8838.5534 -8838.5534 0.0 456.5714 
2966 -8838.5535 -8838.5535 0.0 456.5579 
2967 -8838.5537 -8838.5537 0.0 456.5563 
2968 -8837.56 -8837.56 0.0 455.7676 
2969 -8838.8439 -8838.8439 0.0 456.3188 
2970 -8838.8315 -8838.8315 0.0 456.2667 
2971 -8838.8441 -8838.8441 0.0 456.3135 
2972 -8838.844 -8838.844 0.0 456.315 
2973 -8838.8441 -8838.8441 0.0 456.3135 
2974 -8837.7699 -8837.7699 0.0 455.8106 
2975 -8839.1089 -8839.1089 0.0 456.1757 
2976 -8839.0958 -8839.0958 0.0 456.1426 
2977 -8839.1088 -8839.1088 0.0 456.1724 
2978 -8839.1089 -8839.1089 0.0 456.1754 
2979 -8838.4864 -8838.4864 0.0 456.7512 
2980 -8839.418 -8839.418 0.0 456.4011 
2981 -8839.4093 -8839.4093 0.0 456.4382 
2982 -8839.4181 -8839.4181 0.0 456.4048 
2983 -8839.4181 -8839.4181 0.0 456.4035 
2984 -8839.4181 -8839.4181 0.0 456.4029 
2985 -8839.4182 -8839.4182 0.0 456.4027 
2986 -8839.4181 -8839.4181 0.0 456.4025 
2987 -8839.4182 -8839.4182 0.0 456.4027 
2988 -8838.8677 -8838.8677 0.0 456.8996 
2989 -8839.7221 -8839.7221 0.0 456.6042 
2990 -8839.2633 -8839.2633 0.0 457.519 
2991 -8840.0329 -8840.0329 0.0 456.9752 
2992 -8840.0296 -8840.0296 0.0 456.9391 
2993 -8840.0328 -8840.0328 0.0 456.9717 
2994 -8840.0329 -8840.0329 0.0 456.9749 
2995 -8840.0329 -8840.0329 0.0 456.9752 
2996 -8839.7048 -8839.7048 0.0 457.7488 
2997 -8840.355 -8840.355 0.0 457.3087 
2998 -8840.3517 -8840.3517 0.0 457.2762 
2999 -8840.355 -8840.355 0.0 457.3054 
3000 -8840.3552 -8840.3552 0.0 457.3082 
3001 -8840.1238 -8840.1238 0.0 459.0291 
3002 -8840.6824 -8840.6824 0.0 458.0696 
3003 -8840.4171 -8840.4171 0.0 459.4539 
3004 -8840.9934 -8840.9934 0.0 458.6731 
3005 -8840.9681 -8840.9681 0.0 457.7826 
3006 -8841.3448 -8841.3448 0.0 458.2508 
3007 -8841.4913 -8841.4913 0.0 457.9548 
3008 -8839.1153 -8839.1153 0.0 457.568 
3009 -8841.7359 -8841.7359 0.0 458.0971 
3010 -8651.7108 -8651.7108 0.0 459.5794 
3011 -8841.3515 -8841.3515 0.0 459.0417 
3012 -8842.0772 -8842.0772 0.0 458.5025 
3013 -8842.0699 -8842.0699 0.0 458.5593 
3014 -8842.0771 -8842.0771 0.0 458.5082 
3015 -8842.0772 -8842.0772 0.0 458.5032 
3016 -8842.0772 -8842.0772 0.0 458.5025 
3017 -8731.5627 -8731.5627 0.0 449.8206 
3018 -8842.5867 -8842.5867 0.0 457.9864 
3019 -8842.6999 -8842.6999 0.0 458.1493 
3020 -8842.6989 -8842.6989 0.0 458.1334 
3021 -8842.6999 -8842.6999 0.0 458.1477 
3022 -8842.6999 -8842.6999 0.0 458.1493 
3023 -8796.2741 -8796.2741 0.0 454.853 
3024 -8843.5 -8843.5 0.0 457.8659 
3025 -8843.0305 -8843.0305 0.0 457.6315 
3026 -8843.4956 -8843.4956 0.0 457.8431 
3027 -8843.5001 -8843.5001 0.0 457.8636 
3028 -8843.5001 -8843.5001 0.0 457.8645 
3029 -8843.5001 -8843.5001 0.0 457.8648 
3030 -8843.5001 -8843.5001 0.0 457.8649 
3031 -8843.5001 -8843.5001 0.0 457.8648 
3032 -8812.4911 -8812.4911 0.0 451.3736 
3033 -8844.2919 -8844.2919 0.0 457.0448 
3034 -8843.9757 -8843.9757 0.0 456.5153 
3035 -8844.2889 -8844.2889 0.0 456.9922 
3036 -8844.2918 -8844.2918 0.0 457.0395 
3037 -8844.2919 -8844.2919 0.0 457.0435 
3038 -8819.1481 -8819.1481 0.0 456.4823 
3039 -8845.0367 -8845.0367 0.0 457.0423 
3040 -8823.6136 -8823.6136 0.0 451.9315 
3041 -8845.7454 -8845.7454 0.0 456.3376 
3042 -8845.5248 -8845.5248 0.0 455.9327 
3043 -8845.743 -8845.743 0.0 456.2975 
3044 -8845.7454 -8845.7454 0.0 456.3336 
3045 -8845.7454 -8845.7454 0.0 456.3369 
3046 -8823.2903 -8823.2903 0.0 457.5092 
3047 -8846.3392 -8846.3392 0.0 456.5865 
3048 -8846.1097 -8846.1097 0.0 456.7276 
3049 -8846.3369 -8846.3369 0.0 456.6011 
3050 -8846.3392 -8846.3392 0.0 456.5879 
3051 -8846.3392 -8846.3392 0.0 456.5866 
3052 -8846.3392 -8846.3392 0.0 456.5865 
3053 -8821.8746 -8821.8746 0.0 457.8045 
3054 -8846.8402 -8846.8402 0.0 456.8349 
3055 -8846.5918 -8846.5918 0.0 456.993 
3056 -8846.8376 -8846.8376 0.0 456.8514 
3057 -8846.8402 -8846.8402 0.0 456.8366 
3058 -8846.8402 -8846.8402 0.0 456.8351 
3059 -8846.8402 -8846.8402 0.0 456.8349 
3060 -8825.0316 -8825.0316 0.0 456.7058 
3061 -8847.3043 -8847.3043 0.0 456.9043 
3062 -8830.1935 -8830.1935 0.0 453.6058 
3063 -8847.7351 -8847.7351 0.0 456.5316 
3064 -8835.1475 -8835.1475 0.0 456.42 
3065 -8848.1593 -8848.1593 0.0 456.5781 
3066 -8848.0305 -8848.0305 0.0 456.5936 
3067 -8848.158 -8848.158 0.0 456.58 
3068 -8848.1595 -8848.1595 0.0 456.5783 
3069 -8848.1594 -8848.1594 0.0 456.5782 
3070 -8848.1595 -8848.1595 0.0 456.5783 
3071 -8839.2444 -8839.2444 0.0 453.9259 
3072 -8848.5862 -8848.5862 0.0 456.1647 
3073 -8842.679 -8842.679 0.0 457.3133 
3074 -8849.0581 -8849.0581 0.0 456.4555 
3075 -8842.6091 -8842.6091 0.0 455.6603 
3076 -8849.4406 -8849.4406 0.0 456.3541 
3077 -8849.3719 -8849.3719 0.0 456.3044 
3078 -8849.44 -8849.44 0.0 456.3493 
3079 -8849.4406 -8849.4406 0.0 456.3537 
3080 -8849.4406 -8849.4406 0.0 456.3537 
3081 -8849.4406 -8849.4406 0.0 456.3537 
3082 -8844.6217 -8844.6217 0.0 458.7963 
3083 -8849.8226 -8849.8226 0.0 456.9208 
3084 -8846.7374 -8846.7374 0.0 457.5744 
3085 -8850.242 -8850.242 0.0 457.1269 
3086 -8850.2065 -8850.2065 0.0 457.182 
3087 -8850.2419 -8850.2419 0.0 457.1324 
3088 -8850.242 -8850.242 0.0 457.1277 
3089 -8850.242 -8850.242 0.0 457.1271 
3090 -8850.242 -8850.242 0.0 457.1269 
3091 -8847.731 -8847.731 0.0 456.8466 
3092 -8850.6541 -8850.6541 0.0 457.0866 
3093 -8850.6251 -8850.6251 0.0 457.0711 
3094 -8850.6538 -8850.6538 0.0 457.0851 
3095 -8850.6541 -8850.6541 0.0 457.0864 
3096 -8850.6541 -8850.6541 0.0 457.0864 
3097 -8850.6541 -8850.6541 0.0 457.0864 
3098 -8849.0535 -8849.0535 0.0 456.4972 
3099 -8851.0979 -8851.0979 0.0 456.9316 
3100 -8851.078 -8851.078 0.0 456.8943 
3101 -8851.0977 -8851.0977 0.0 456.9279 
3102 -8851.0979 -8851.0979 0.0 456.9313 
3103 -8849.6418 -8849.6418 0.0 455.4397 
3104 -8851.5139 -8851.5139 0.0 456.4885 
3105 -8851.4956 -8851.4956 0.0 456.3901 
3106 -8851.5137 -8851.5137 0.0 456.4788 
3107 -8851.5139 -8851.5139 0.0 456.4875 
3108 -8850.0485 -8850.0485 0.0 457.6283 
3109 -8851.8929 -8851.8929 0.0 456.8767 
3110 -8851.8752 -8851.8752 0.0 456.9581 
3111 -8851.8926 -8851.8926 0.0 456.885 
3112 -8851.8929 -8851.8929 0.0 456.8775 
3113 -8851.1888 -8851.1888 0.0 457.2956 
3114 -8852.3301 -8852.3301 0.0 457.0621 
3115 -8852.319 -8852.319 0.0 457.089 
3116 -8852.33 -8852.33 0.0 457.0649 
3117 -8852.3301 -8852.3301 0.0 457.0624 
3118 -8852.3301 -8852.3301 0.0 457.0622 
3119 -8852.0333 -8852.0333 0.0 457.2317 
3120 -8852.8065 -8852.8065 0.0 457.1566 
3121 -8852.7986 -8852.7986 0.0 457.1665 
3122 -8852.8062 -8852.8062 0.0 457.1577 
3123 -8852.8065 -8852.8065 0.0 457.1567 
3124 -8852.8065 -8852.8065 0.0 457.1568 
3125 -8852.8065 -8852.8065 0.0 457.1567 
3126 -8852.4389 -8852.4389 0.0 456.8267 
3127 -8853.2429 -8853.2429 0.0 457.0363 
3128 -8853.2352 -8853.2352 0.0 457.0175 
3129 -8853.2429 -8853.2429 0.0 457.0344 
3130 -8852.6064 -8852.6064 0.0 456.3355 
3131 -8853.6113 -8853.6113 0.0 456.7888 
3132 -8853.6017 -8853.6017 0.0 456.746 
3133 -8853.6111 -8853.6111 0.0 456.7847 
3134 -8853.6113 -8853.6113 0.0 456.7884 
3135 -8853.6113 -8853.6113 0.0 456.7888 
3136 -8853.1021 -8853.1021 0.0 457.1941 
3137 -8853.985 -8853.985 0.0 456.9639 
3138 -8853.9761 -8853.9761 0.0 456.9892 
3139 -8853.985 -8853.985 0.0 456.9664 
3140 -8853.985 -8853.985 0.0 456.9644 
3141 -8853.985 -8853.985 0.0 456.9639 
3142 -8853.5669 -8853.5669 0.0 458.1582 
3143 -8854.3575 -8854.3575 0.0 457.4609 
3144 -8854.3496 -8854.3496 0.0 457.5321 
3145 -8854.3574 -8854.3574 0.0 457.468 
3146 -8854.3575 -8854.3575 0.0 457.4631 
3147 -8854.3575 -8854.3575 0.0 457.4609 
3148 -8853.6713 -8853.6713 0.0 459.5428 
3149 -8854.6792 -8854.6792 0.0 458.2234 
3150 -8854.6701 -8854.6701 0.0 458.3568 
3151 -8854.6792 -8854.6792 0.0 458.2368 
3152 -8854.6792 -8854.6792 0.0 458.2275 
3153 -8853.8207 -8853.8207 0.0 458.5417 
3154 -8854.9718 -8854.9718 0.0 458.3428 
3155 -8854.9613 -8854.9613 0.0 458.3641 
3156 -8854.9717 -8854.9717 0.0 458.345 
3157 -8854.9718 -8854.9718 0.0 458.3434 
3158 -8854.0388 -8854.0388 0.0 458.9725 
3159 -8855.2552 -8855.2552 0.0 458.5594 
3160 -8855.2439 -8855.2439 0.0 458.6025 
3161 -8855.2553 -8855.2553 0.0 458.5637 
3162 -8855.2551 -8855.2551 0.0 458.5624 
3163 -8855.2553 -8855.2553 0.0 458.5637 
3164 -8854.2918 -8854.2918 0.0 459.334 
3165 -8855.5359 -8855.5359 0.0 458.8214 
3166 -8855.524 -8855.524 0.0 458.8745 
3167 -8855.5358 -8855.5358 0.0 458.8267 
3168 -8855.5359 -8855.5359 0.0 458.8221 
3169 -8853.9291 -8853.9291 0.0 458.1875 
3170 -8855.7812 -8855.7812 0.0 458.6685 
3171 -8855.7626 -8855.7626 0.0 458.6244 
3172 -8855.7811 -8855.7811 0.0 458.6641 
3173 -8855.7812 -8855.7812 0.0 458.668 
3174 -8853.7218 -8853.7218 0.0 458.6887 
3175 -8856.0147 -8856.0147 0.0 458.6941 
3176 -8855.9921 -8855.9921 0.0 458.6994 
3177 -8856.0145 -8856.0145 0.0 458.6947 
3178 -8856.0147 -8856.0147 0.0 458.6942 
3179 -8856.0147 -8856.0147 0.0 458.6942 
3180 -8856.0147 -8856.0147 0.0 458.6942 
3181 -8856.0147 -8856.0147 0.0 458.6942 
