# step Etot Epot T p 
542 -8002.8471 -8002.8471 0.0 324.3764 
543 -8001.1207 -8001.1207 0.0 326.7755 
544 -8008.9742 -8008.9742 0.0 325.6811 
545 -8008.8973 -8008.8973 0.0 325.8084 
546 -8008.9737 -8008.9737 0.0 325.694 
547 -8008.9741 -8008.9741 0.0 325.6827 
548 -8010.1336 -8010.1336 0.0 329.8315 
549 -7963.8433 -7963.8433 0.0 332.8578 
550 -8015.4473 -8015.4473 0.0 328.013 
551 -8015.3964 -8015.3964 0.0 328.2068 
552 -8015.4468 -8015.4468 0.0 328.0325 
553 -8015.4472 -8015.4472 0.0 328.0162 
554 -8015.4473 -8015.4473 0.0 328.013 
555 -8015.2691 -8015.2691 0.0 325.4176 
556 -8021.3625 -8021.3625 0.0 326.8981 
557 -8021.3039 -8021.3039 0.0 326.7654 
558 -8021.3623 -8021.3623 0.0 326.8849 
559 -8021.3627 -8021.3627 0.0 326.8947 
560 -8022.0124 -8022.0124 0.0 330.9191 
561 -7976.6654 -7976.6654 0.0 333.9258 
562 -8027.3559 -8027.3559 0.0 329.11 
563 -8027.3079 -8027.3079 0.0 329.3017 
564 -8027.3559 -8027.3559 0.0 329.1293 
565 -8029.1343 -8029.1343 0.0 330.9681 
566 -7987.2752 -7987.2752 0.0 331.834 
567 -8033.6431 -8033.6431 0.0 330.2657 
568 -8033.6017 -8033.6017 0.0 330.3461 
569 -8033.6434 -8033.6434 0.0 330.2737 
570 -8033.6434 -8033.6434 0.0 330.2712 
571 -8033.6434 -8033.6434 0.0 330.2737 
572 -8032.4712 -8032.4712 0.0 328.8524 
573 -8039.1638 -8039.1638 0.0 329.7696 
574 -8039.1003 -8039.1003 0.0 329.6941 
575 -8039.1641 -8039.1641 0.0 329.7619 
576 -8039.1642 -8039.1642 0.0 329.7649 
577 -8039.1638 -8039.1638 0.0 329.7661 
578 -8039.1642 -8039.1642 0.0 329.7649 
579 -8041.6608 -8041.6608 0.0 330.4577 
580 -8005.6011 -8005.6011 0.0 330.2145 
581 -8045.2546 -8045.2546 0.0 330.282 
582 -8045.2209 -8045.2209 0.0 330.3081 
583 -8045.2546 -8045.2546 0.0 330.2846 
584 -8046.4884 -8046.4884 0.0 334.7432 
585 -8010.0006 -8010.0006 0.0 337.9809 
586 -8050.581 -8050.581 0.0 332.8185 
587 -8050.5422 -8050.5422 0.0 333.0228 
588 -8050.5809 -8050.5809 0.0 332.839 
589 -8054.1493 -8054.1493 0.0 330.8292 
590 -8025.9983 -8025.9983 0.0 327.6772 
591 -8056.5026 -8056.5026 0.0 331.7458 
592 -8056.4806 -8056.4806 0.0 331.6619 
593 -8056.5026 -8056.5026 0.0 331.7375 
594 -8056.5027 -8056.5027 0.0 331.7434 
595 -8059.8811 -8059.8811 0.0 328.7978 
596 -8032.2133 -8032.2133 0.0 324.6471 
597 -8062.2349 -8062.2349 0.0 330.0943 
598 -8062.2123 -8062.2123 0.0 329.9731 
599 -8062.2348 -8062.2348 0.0 330.0823 
600 -8062.235 -8062.235 0.0 330.0917 
601 -8065.8192 -8065.8192 0.0 331.2055 
602 -8039.7059 -8039.7059 0.0 331.2602 
603 -8067.9296 -8067.9296 0.0 330.9122 
604 -8067.9103 -8067.9103 0.0 330.9482 
605 -8067.9295 -8067.9295 0.0 330.9159 
606 -8067.9296 -8067.9296 0.0 330.913 
607 -8067.9296 -8067.9296 0.0 330.9122 
608 -8073.0872 -8073.0872 0.0 330.7346 
609 -8052.9061 -8052.9061 0.0 329.8158 
610 -8074.1894 -8074.1894 0.0 330.8674 
611 -8074.1785 -8074.1785 0.0 330.8572 
612 -8074.1892 -8074.1892 0.0 330.8664 
613 -8074.1894 -8074.1894 0.0 330.8672 
614 -8074.1894 -8074.1894 0.0 330.8674 
615 -8077.403 -8077.403 0.0 327.4603 
616 -8052.7522 -8052.7522 0.0 323.2168 
617 -8079.4397 -8079.4397 0.0 328.8732 
618 -8079.4195 -8079.4195 0.0 328.738 
619 -8079.4393 -8079.4393 0.0 328.8598 
620 -8079.4395 -8079.4395 0.0 328.8717 
621 -8079.4397 -8079.4397 0.0 328.8732 
622 -8082.7834 -8082.7834 0.0 328.6458 
623 -8059.8528 -8059.8528 0.0 327.6246 
624 -8084.5892 -8084.5892 0.0 328.8281 
625 -8084.5719 -8084.5719 0.0 328.815 
626 -8084.5892 -8084.5892 0.0 328.8268 
627 -8088.6866 -8088.6866 0.0 330.6521 
628 -8068.2235 -8068.2235 0.0 331.7873 
629 -8090.0276 -8090.0276 0.0 330.1273 
630 -8090.0152 -8090.0152 0.0 330.1831 
631 -8090.0275 -8090.0275 0.0 330.1329 
632 -8091.1588 -8091.1588 0.0 327.8356 
633 -8061.1474 -8061.1474 0.0 324.5117 
634 -8094.4654 -8094.4654 0.0 329.0356 
635 -8094.4337 -8094.4337 0.0 328.9261 
636 -8094.4653 -8094.4653 0.0 329.0248 
637 -8094.4655 -8094.4655 0.0 329.0331 
638 -8098.2651 -8098.2651 0.0 326.6927 
639 -8075.5986 -8075.5986 0.0 323.4671 
640 -8099.9114 -8099.9114 0.0 327.6334 
641 -8099.8971 -8099.8971 0.0 327.5443 
642 -8099.9119 -8099.9119 0.0 327.6244 
643 -8099.9119 -8099.9119 0.0 327.6259 
644 -8102.9448 -8102.9448 0.0 323.4145 
645 -8077.6316 -8077.6316 0.0 318.3365 
646 -8105.1015 -8105.1015 0.0 325.1786 
647 -8105.0818 -8105.0818 0.0 325.0084 
648 -8105.1014 -8105.1014 0.0 325.1617 
649 -8105.1016 -8105.1016 0.0 325.1744 
650 -8106.0292 -8106.0292 0.0 324.5483 
651 -8073.7507 -8073.7507 0.0 322.9725 
652 -8109.6924 -8109.6924 0.0 324.9759 
653 -8109.6575 -8109.6575 0.0 324.9435 
654 -8109.6917 -8109.6917 0.0 324.973 
655 -8109.6924 -8109.6924 0.0 324.9756 
656 -8107.5595 -8107.5595 0.0 325.9992 
657 -8113.7724 -8113.7724 0.0 325.5866 
658 -8113.7132 -8113.7132 0.0 325.6438 
659 -8113.7722 -8113.7722 0.0 325.5924 
660 -8113.7725 -8113.7725 0.0 325.5879 
661 -8111.5304 -8111.5304 0.0 328.5889 
662 -8118.0895 -8118.0895 0.0 327.058 
663 -8118.026 -8118.026 0.0 327.2247 
664 -8118.0885 -8118.0885 0.0 327.0751 
665 -8118.0895 -8118.0895 0.0 327.0602 
666 -8118.0894 -8118.0894 0.0 327.0617 
667 -8118.0895 -8118.0895 0.0 327.0602 
668 -8117.2564 -8117.2564 0.0 326.4629 
669 -8122.7938 -8122.7938 0.0 326.8735 
670 -8122.7416 -8122.7416 0.0 326.8415 
671 -8122.7935 -8122.7935 0.0 326.8705 
672 -8122.7939 -8122.7939 0.0 326.8727 
673 -8118.201 -8118.201 0.0 324.1452 
674 -8126.9124 -8126.9124 0.0 325.9063 
675 -8126.8299 -8126.8299 0.0 325.7481 
676 -8126.912 -8126.912 0.0 325.8907 
677 -8126.9126 -8126.9126 0.0 325.9021 
678 -8125.7058 -8125.7058 0.0 323.6678 
679 -8131.5927 -8131.5927 0.0 324.9877 
680 -8131.5365 -8131.5365 0.0 324.8689 
681 -8131.5923 -8131.5923 0.0 324.976 
682 -8131.5928 -8131.5928 0.0 324.9863 
683 -8133.7146 -8133.7146 0.0 324.6901 
684 -8101.0234 -8101.0234 0.0 323.4658 
685 -8137.0329 -8137.0329 0.0 324.9429 
686 -8137.0007 -8137.0007 0.0 324.9268 
687 -8137.0323 -8137.0323 0.0 324.9415 
688 -8137.033 -8137.033 0.0 324.9427 
689 -8137.0328 -8137.0328 0.0 324.9426 
690 -8137.033 -8137.033 0.0 324.9426 
691 -8137.5299 -8137.5299 0.0 330.3128 
692 -8101.0563 -8101.0563 0.0 334.4681 
693 -8141.8634 -8141.8634 0.0 327.8614 
694 -8141.8229 -8141.8229 0.0 328.1199 
695 -8141.8633 -8141.8633 0.0 327.8874 
696 -8141.8635 -8141.8635 0.0 327.871 
697 -8142.744 -8142.744 0.0 330.4912 
698 -8108.5456 -8108.5456 0.0 332.039 
699 -8146.6672 -8146.6672 0.0 329.3927 
700 -8146.6306 -8146.6306 0.0 329.514 
701 -8146.667 -8146.667 0.0 329.4049 
702 -8146.6673 -8146.6673 0.0 329.3963 
703 -8149.7877 -8149.7877 0.0 330.5846 
704 -8122.9254 -8122.9254 0.0 331.036 
705 -8152.1116 -8152.1116 0.0 330.213 
706 -8152.0905 -8152.0905 0.0 330.2558 
707 -8152.1116 -8152.1116 0.0 330.2173 
708 -8153.8127 -8153.8127 0.0 329.7306 
709 -8123.1943 -8123.1943 0.0 328.491 
710 -8157.0141 -8157.0141 0.0 330.0505 
711 -8156.9848 -8156.9848 0.0 330.0257 
712 -8157.0143 -8157.0143 0.0 330.048 
713 -8157.0143 -8157.0143 0.0 330.049 
714 -8157.0143 -8157.0143 0.0 330.0493 
715 -8157.0143 -8157.0143 0.0 330.049 
716 -8156.9975 -8156.9975 0.0 333.8197 
717 -8161.4267 -8161.4267 0.0 332.0506 
718 -8161.3831 -8161.3831 0.0 332.2382 
719 -8161.4265 -8161.4265 0.0 332.0694 
720 -8161.4267 -8161.4267 0.0 332.0536 
721 -8165.9111 -8165.9111 0.0 336.8408 
722 -8145.1034 -8145.1034 0.0 341.1804 
723 -8167.1895 -8167.1895 0.0 335.366 
724 -8167.1792 -8167.1792 0.0 335.5155 
725 -8167.1898 -8167.1898 0.0 335.3809 
726 -8167.1898 -8167.1898 0.0 335.3792 
727 -8167.1898 -8167.1898 0.0 335.3778 
728 -8168.9864 -8168.9864 0.0 336.7461 
729 -8141.4166 -8141.4166 0.0 337.5292 
730 -8171.7591 -8171.7591 0.0 336.2333 
731 -8171.7344 -8171.7344 0.0 336.2901 
732 -8171.759 -8171.759 0.0 336.2391 
733 -8171.7592 -8171.7592 0.0 336.2354 
734 -8174.5273 -8174.5273 0.0 339.7158 
735 -8151.0244 -8151.0244 0.0 342.7773 
736 -8176.5231 -8176.5231 0.0 338.4113 
737 -8176.5063 -8176.5063 0.0 338.5448 
738 -8176.5234 -8176.5234 0.0 338.4246 
739 -8176.5233 -8176.5233 0.0 338.4223 
740 -8176.5234 -8176.5234 0.0 338.4245 
741 -8178.8721 -8178.8721 0.0 340.4027 
742 -8155.1528 -8155.1528 0.0 341.969 
743 -8181.0154 -8181.0154 0.0 339.6579 
744 -8180.9965 -8180.9965 0.0 339.7359 
745 -8181.0154 -8181.0154 0.0 339.6658 
746 -8183.7605 -8183.7605 0.0 341.1989 
747 -8161.9585 -8161.9585 0.0 342.318 
748 -8185.5728 -8185.5728 0.0 340.6651 
749 -8185.5569 -8185.5569 0.0 340.7215 
750 -8185.5728 -8185.5728 0.0 340.6708 
751 -8188.709 -8188.709 0.0 343.7637 
752 -8168.4262 -8168.4262 0.0 346.3756 
753 -8190.247 -8190.247 0.0 342.6984 
754 -8190.2344 -8190.2344 0.0 342.8076 
755 -8190.2472 -8190.2472 0.0 342.7093 
756 -8190.2472 -8190.2472 0.0 342.7063 
757 -8190.2472 -8190.2472 0.0 342.7093 
758 -7999.4518 -7999.4518 0.0 334.8565 
759 -8193.7613 -8193.7613 0.0 342.8553 
760 -8113.2753 -8113.2753 0.0 343.2415 
761 -8199.1907 -8199.1907 0.0 343.4885 
762 -8199.1381 -8199.1381 0.0 343.4374 
763 -8199.1902 -8199.1902 0.0 343.4836 
764 -8199.1908 -8199.1908 0.0 343.4878 
765 -8176.682 -8176.682 0.0 339.9639 
766 -8205.7234 -8205.7234 0.0 342.471 
767 -8205.6622 -8205.6622 0.0 342.5768 
768 -8205.7232 -8205.7232 0.0 342.4816 
769 -8205.7236 -8205.7236 0.0 342.4741 
770 -8191.5201 -8191.5201 0.0 344.9129 
771 -8212.0268 -8212.0268 0.0 343.4316 
772 -8211.966 -8211.966 0.0 343.3396 
773 -8212.0266 -8212.0266 0.0 343.4224 
774 -8212.0268 -8212.0268 0.0 343.429 
775 -8196.6286 -8196.6286 0.0 345.9133 
776 -8217.6186 -8217.6186 0.0 344.4331 
777 -8205.0792 -8205.0792 0.0 341.9928 
778 -8223.3892 -8223.3892 0.0 343.6786 
779 -8192.9749 -8192.9749 0.0 339.2679 
780 -8227.695 -8227.695 0.0 342.8193 
781 -8201.6736 -8201.6736 0.0 343.3316 
782 -8231.7915 -8231.7915 0.0 343.2354 
783 -8210.1644 -8210.1644 0.0 346.389 
784 -8235.9559 -8235.9559 0.0 344.3843 
785 -8210.0131 -8210.0131 0.0 343.6345 
786 -8239.7306 -8239.7306 0.0 344.4286 
787 -8213.5225 -8213.5225 0.0 345.7528 
788 -8243.0995 -8243.0995 0.0 345.0009 
789 -8221.0518 -8221.0518 0.0 346.7765 
790 -8246.5024 -8246.5024 0.0 345.6926 
791 -8220.6414 -8220.6414 0.0 349.0424 
792 -8249.5127 -8249.5127 0.0 346.744 
793 -8227.1051 -8227.1051 0.0 349.8296 
794 -8252.579 -8252.579 0.0 347.7257 
795 -8230.1809 -8230.1809 0.0 349.8531 
796 -8255.387 -8255.387 0.0 348.4705 
797 -8234.1545 -8234.1545 0.0 348.9244 
798 -8258.1488 -8258.1488 0.0 348.7853 
799 -8257.912 -8257.912 0.0 348.8517 
800 -8258.1465 -8258.1465 0.0 348.7926 
801 -8258.1489 -8258.1489 0.0 348.786 
802 -8258.1489 -8258.1489 0.0 348.7859 
803 -8258.1489 -8258.1489 0.0 348.786 
804 -8240.2421 -8240.2421 0.0 349.2878 
805 -8261.1317 -8261.1317 0.0 349.1104 
806 -8260.9253 -8260.9253 0.0 349.1725 
807 -8261.1297 -8261.1297 0.0 349.1172 
808 -8261.1317 -8261.1317 0.0 349.1111 
809 -8248.163 -8248.163 0.0 353.7606 
810 -8264.1847 -8264.1847 0.0 350.7082 
811 -8264.027 -8264.027 0.0 351.0511 
812 -8264.1833 -8264.1833 0.0 350.7429 
813 -8264.1845 -8264.1845 0.0 350.7118 
814 -8253.3888 -8253.3888 0.0 354.9329 
815 -8267.1892 -8267.1892 0.0 352.2499 
816 -8267.0534 -8267.0534 0.0 352.5558 
817 -8267.1884 -8267.1884 0.0 352.2807 
818 -8267.1892 -8267.1892 0.0 352.2537 
819 -8258.113 -8258.113 0.0 358.0417 
820 -8270.1756 -8270.1756 0.0 354.3689 
821 -8270.0567 -8270.0567 0.0 354.7709 
822 -8270.1747 -8270.1747 0.0 354.4095 
823 -8270.1757 -8270.1757 0.0 354.373 
824 -8265.8072 -8265.8072 0.0 355.8344 
825 -8273.6067 -8273.6067 0.0 355.1046 
826 -8273.5297 -8273.5297 0.0 355.1978 
827 -8273.6059 -8273.6059 0.0 355.1142 
828 -8273.6066 -8273.6066 0.0 355.1057 
829 -8273.6067 -8273.6067 0.0 355.1046 
830 -8269.6576 -8269.6576 0.0 352.2263 
831 -8276.9463 -8276.9463 0.0 354.0878 
832 -8276.8745 -8276.8745 0.0 353.9208 
833 -8276.9458 -8276.9458 0.0 354.0712 
834 -8276.9463 -8276.9463 0.0 354.0853 
835 -8272.2265 -8272.2265 0.0 354.8882 
836 -8279.954 -8279.954 0.0 354.5462 
837 -8279.8804 -8279.8804 0.0 354.6013 
838 -8279.9539 -8279.9539 0.0 354.5518 
839 -8279.9543 -8279.9543 0.0 354.5481 
840 -8279.9543 -8279.9543 0.0 354.5479 
841 -8279.9543 -8279.9543 0.0 354.5481 
842 -8276.762 -8276.762 0.0 358.3491 
843 -8283.0086 -8283.0086 0.0 356.2503 
844 -8282.9471 -8282.9471 0.0 356.478 
845 -8283.0079 -8283.0079 0.0 356.2734 
846 -8283.0084 -8283.0084 0.0 356.2527 
847 -8283.0086 -8283.0086 0.0 356.2504 
848 -8283.4263 -8283.4263 0.0 359.279 
849 -8255.7431 -8255.7431 0.0 361.5691 
850 -8286.7005 -8286.7005 0.0 357.9132 
851 -8286.6701 -8286.6701 0.0 358.0577 
852 -8286.701 -8286.701 0.0 357.9275 
853 -8286.7011 -8286.7011 0.0 357.9236 
854 -8286.701 -8286.701 0.0 357.922 
855 -8286.7011 -8286.7011 0.0 357.9235 
856 -8286.5522 -8286.5522 0.0 362.39 
857 -8290.0925 -8290.0925 0.0 360.2402 
858 -8290.0571 -8290.0571 0.0 360.4652 
859 -8290.0919 -8290.0919 0.0 360.2629 
860 -8290.0925 -8290.0925 0.0 360.2425 
861 -8290.0925 -8290.0925 0.0 360.2402 
862 -8289.3799 -8289.3799 0.0 362.899 
863 -8293.2493 -8293.2493 0.0 361.6196 
864 -8294.4969 -8294.4969 0.0 358.5651 
865 -8272.1002 -8272.1002 0.0 354.7546 
866 -8296.8277 -8296.8277 0.0 360.0312 
867 -8296.8072 -8296.8072 0.0 359.891 
868 -8296.8277 -8296.8277 0.0 360.0173 
869 -8299.077 -8299.077 0.0 358.106 
870 -8280.5272 -8280.5272 0.0 355.6108 
871 -8300.6511 -8300.6511 0.0 358.9304 
872 -8300.6354 -8300.6354 0.0 358.8526 
873 -8300.6507 -8300.6507 0.0 358.9228 
874 -8300.6509 -8300.6509 0.0 358.9297 
875 -8300.6511 -8300.6511 0.0 358.9304 
876 -8302.8009 -8302.8009 0.0 362.6541 
877 -8284.8118 -8284.8118 0.0 365.7866 
878 -8304.3384 -8304.3384 0.0 361.2688 
879 -8304.3237 -8304.3237 0.0 361.4117 
880 -8304.3382 -8304.3382 0.0 361.2832 
881 -8304.3384 -8304.3384 0.0 361.2704 
882 -8304.3384 -8304.3384 0.0 361.2688 
883 -8306.705 -8306.705 0.0 366.379 
884 -8290.4645 -8290.4645 0.0 370.9617 
885 -8307.9791 -8307.9791 0.0 364.5452 
886 -8307.967 -8307.967 0.0 364.7321 
887 -8307.979 -8307.979 0.0 364.564 
888 -8307.9792 -8307.9792 0.0 364.5496 
889 -8309.2469 -8309.2469 0.0 364.3105 
890 -8290.616 -8290.616 0.0 363.4346 
891 -8311.1237 -8311.1237 0.0 364.4969 
892 -8311.1057 -8311.1057 0.0 364.4838 
893 -8311.1241 -8311.1241 0.0 364.4954 
894 -8311.1241 -8311.1241 0.0 364.4958 
895 -8311.1241 -8311.1241 0.0 364.4959 
896 -8311.1242 -8311.1242 0.0 364.496 
897 -8311.1241 -8311.1241 0.0 364.4961 
898 -8311.1242 -8311.1242 0.0 364.496 
899 -8314.3011 -8314.3011 0.0 367.0601 
900 -8302.255 -8302.255 0.0 369.1873 
901 -8314.9346 -8314.9346 0.0 366.3647 
902 -8314.9282 -8314.9282 0.0 366.4362 
903 -8314.9346 -8314.9346 0.0 366.3719 
904 -8314.9346 -8314.9346 0.0 366.3665 
905 -8314.9346 -8314.9346 0.0 366.3647 
906 -8318.0462 -8318.0462 0.0 365.7705 
907 -8306.2839 -8306.2839 0.0 364.7376 
908 -8318.6622 -8318.6622 0.0 365.9909 
909 -8318.6563 -8318.6563 0.0 365.9707 
910 -8318.6622 -8318.6622 0.0 365.9889 
911 -8321.0912 -8321.0912 0.0 364.5845 
912 -8307.7292 -8307.7292 0.0 362.7021 
913 -8322.0216 -8322.0216 0.0 365.1268 
914 -8322.0124 -8322.0124 0.0 365.0755 
915 -8322.0213 -8322.0213 0.0 365.1218 
916 -8322.0216 -8322.0216 0.0 365.1261 
917 -8322.0216 -8322.0216 0.0 365.1257 
918 -8322.0216 -8322.0216 0.0 365.1261 
919 -8325.0944 -8325.0944 0.0 365.0518 
920 -8313.7635 -8313.7635 0.0 364.5662 
921 -8325.676 -8325.676 0.0 365.1171 
922 -8325.6702 -8325.6702 0.0 365.1123 
923 -8325.676 -8325.676 0.0 365.1167 
924 -8328.1575 -8328.1575 0.0 371.8552 
925 -8315.1067 -8315.1067 0.0 378.1684 
926 -8329.0492 -8329.0492 0.0 369.6185 
927 -8329.0399 -8329.0399 0.0 369.8446 
928 -8329.049 -8329.049 0.0 369.6411 
929 -8329.0491 -8329.0491 0.0 369.6212 
930 -8329.0492 -8329.0492 0.0 369.6185 
931 -8331.2368 -8331.2368 0.0 370.1249 
932 -8316.8076 -8316.8076 0.0 370.223 
933 -8332.3437 -8332.3437 0.0 369.9908 
934 -8332.3335 -8332.3335 0.0 370.0068 
935 -8332.3436 -8332.3436 0.0 369.9925 
936 -8332.3437 -8332.3437 0.0 369.9914 
937 -8334.5069 -8334.5069 0.0 368.9154 
938 -8319.4606 -8319.4606 0.0 367.4309 
939 -8335.6872 -8335.6872 0.0 369.3703 
940 -8335.6765 -8335.6765 0.0 369.3274 
941 -8335.6871 -8335.6871 0.0 369.3661 
942 -8335.6872 -8335.6872 0.0 369.3692 
943 -8335.6872 -8335.6872 0.0 369.3703 
944 -8337.11 -8337.11 0.0 371.8525 
945 -8318.9249 -8318.9249 0.0 373.9287 
946 -8338.869 -8338.869 0.0 370.8499 
947 -8338.8527 -8338.8527 0.0 370.9537 
948 -8338.8686 -8338.8686 0.0 370.8605 
949 -8338.8691 -8338.8691 0.0 370.8512 
950 -8338.8691 -8338.8691 0.0 370.852 
951 -8338.8691 -8338.8691 0.0 370.8512 
952 -8341.896 -8341.896 0.0 372.311 
953 -8329.0737 -8329.0737 0.0 373.5519 
954 -8342.6294 -8342.6294 0.0 371.8912 
955 -8342.6222 -8342.6222 0.0 371.9344 
956 -8342.6294 -8342.6294 0.0 371.8955 
957 -8344.0653 -8344.0653 0.0 376.4302 
958 -8327.109 -8327.109 0.0 380.6432 
959 -8345.6705 -8345.6705 0.0 374.5658 
960 -8345.6562 -8345.6562 0.0 374.7547 
961 -8345.6704 -8345.6704 0.0 374.5847 
962 -8345.6704 -8345.6704 0.0 374.5729 
963 -8345.6705 -8345.6705 0.0 374.5658 
964 -8346.7412 -8346.7412 0.0 376.4588 
965 -8328.887 -8328.887 0.0 378.002 
966 -8348.5675 -8348.5675 0.0 375.6704 
967 -8348.5512 -8348.5512 0.0 375.7523 
968 -8348.5674 -8348.5674 0.0 375.6787 
969 -8348.5675 -8348.5675 0.0 375.6727 
970 -8348.5675 -8348.5675 0.0 375.6704 
971 -8351.1857 -8351.1857 0.0 380.6235 
972 -8337.9522 -8337.9522 0.0 385.3765 
973 -8352.0477 -8352.0477 0.0 379.0012 
974 -8352.0404 -8352.0404 0.0 379.1644 
975 -8352.0476 -8352.0476 0.0 379.0177 
976 -8352.0478 -8352.0478 0.0 379.0046 
977 -8352.0478 -8352.0478 0.0 379.0061 
978 -8353.392 -8353.392 0.0 379.0664 
979 -8335.6567 -8335.6567 0.0 378.8483 
980 -8355.1083 -8355.1083 0.0 379.0851 
981 -8355.0931 -8355.0931 0.0 379.0859 
982 -8355.1084 -8355.1084 0.0 379.0852 
983 -8355.1085 -8355.1085 0.0 379.0852 
984 -8355.1085 -8355.1085 0.0 379.0852 
985 -8355.1085 -8355.1085 0.0 379.0851 
986 -8355.8973 -8355.8973 0.0 380.6703 
987 -8335.3953 -8335.3953 0.0 381.995 
988 -8358.1311 -8358.1311 0.0 379.9829 
989 -8358.1115 -8358.1115 0.0 380.0545 
990 -8358.1313 -8358.1313 0.0 379.99 
991 -8358.1313 -8358.1313 0.0 379.9876 
992 -8358.1312 -8358.1312 0.0 379.9869 
993 -8358.1313 -8358.1313 0.0 379.9875 
994 -8358.4145 -8358.4145 0.0 386.2164 
995 -8334.4505 -8334.4505 0.0 392.2753 
996 -8361.2494 -8361.2494 0.0 383.2149 
997 -8361.2222 -8361.2222 0.0 383.5186 
998 -8361.2494 -8361.2494 0.0 383.2452 
999 -8362.2323 -8362.2323 0.0 385.0096 
1000 -8341.3425 -8341.3425 0.0 386.6574 
1001 -8364.4407 -8364.4407 0.0 384.2406 
1002 -8364.4208 -8364.4208 0.0 384.3196 
1003 -8364.4407 -8364.4407 0.0 384.2485 
1004 -8365.7625 -8365.7625 0.0 388.0975 
1005 -8346.7731 -8346.7731 0.0 391.897 
1006 -8367.6371 -8367.6371 0.0 386.4486 
1007 -8367.6208 -8367.6208 0.0 386.6144 
1008 -8367.6372 -8367.6372 0.0 386.4652 
1009 -8367.6372 -8367.6372 0.0 386.4607 
1010 -8367.6372 -8367.6372 0.0 386.4652 
1011 -8368.7962 -8368.7962 0.0 388.0026 
1012 -8350.0511 -8350.0511 0.0 389.4679 
1013 -8370.6948 -8370.6948 0.0 387.3486 
1014 -8370.6777 -8370.6777 0.0 387.4154 
1015 -8370.6952 -8370.6952 0.0 387.3552 
1016 -8370.6951 -8370.6951 0.0 387.3542 
1017 -8370.6952 -8370.6952 0.0 387.3551 
1018 -8371.6794 -8371.6794 0.0 389.8426 
1019 -8353.0978 -8353.0978 0.0 392.1663 
1020 -8373.6259 -8373.6259 0.0 388.757 
1021 -8373.6077 -8373.6077 0.0 388.8677 
1022 -8373.6259 -8373.6259 0.0 388.768 
1023 -8373.0582 -8373.0582 0.0 392.441 
1024 -8376.099 -8376.099 0.0 390.5611 
1025 -8376.0697 -8376.0697 0.0 390.754 
1026 -8376.0987 -8376.0987 0.0 390.5805 
1027 -8376.0989 -8376.0989 0.0 390.5646 
1028 -8376.099 -8376.099 0.0 390.5611 
1029 -8379.2779 -8379.2779 0.0 392.3407 
1030 -8367.6518 -8367.6518 0.0 394.1289 
1031 -8379.8652 -8379.8652 0.0 391.8418 
1032 -8379.8597 -8379.8597 0.0 391.892 
1033 -8379.865 -8379.865 0.0 391.8469 
1034 -8382.3783 -8382.3783 0.0 395.844 
1035 -8369.4158 -8369.4158 0.0 399.8018 
1036 -8383.2427 -8383.2427 0.0 394.511 
1037 -8383.2358 -8383.2358 0.0 394.6445 
1038 -8383.243 -8383.243 0.0 394.5242 
1039 -8383.2431 -8383.2431 0.0 394.5227 
1040 -8383.2429 -8383.2429 0.0 394.5216 
1041 -8383.2431 -8383.2431 0.0 394.5227 
1042 -8385.3888 -8385.3888 0.0 397.204 
1043 -8372.1449 -8372.1449 0.0 399.7416 
1044 -8386.3733 -8386.3733 0.0 396.2628 
1045 -8386.3635 -8386.3635 0.0 396.3583 
1046 -8386.3736 -8386.3736 0.0 396.2722 
1047 -8386.3738 -8386.3738 0.0 396.2706 
1048 -8386.3737 -8386.3737 0.0 396.2698 
1049 -8386.3738 -8386.3738 0.0 396.2705 
1050 -8387.582 -8387.582 0.0 398.3336 
1051 -8372.2886 -8372.2886 0.0 400.1581 
1052 -8389.0706 -8389.0706 0.0 397.4895 
1053 -8389.0562 -8389.0562 0.0 397.5763 
1054 -8389.0708 -8389.0708 0.0 397.498 
1055 -8389.0709 -8389.0709 0.0 397.496 
1056 -8389.0709 -8389.0709 0.0 397.4952 
1057 -8389.0708 -8389.0708 0.0 397.4947 
1058 -8389.0709 -8389.0709 0.0 397.4952 
1059 -8391.2808 -8391.2808 0.0 399.5157 
1060 -8379.3824 -8379.3824 0.0 401.4264 
1061 -8392.0972 -8392.0972 0.0 398.8424 
1062 -8392.0903 -8392.0903 0.0 398.9102 
1063 -8392.0973 -8392.0973 0.0 398.8491 
1064 -8392.0974 -8392.0974 0.0 398.8478 
1065 -8392.0974 -8392.0974 0.0 398.8472 
1066 -8392.0974 -8392.0974 0.0 398.8467 
1067 -8394.5473 -8394.5473 0.0 397.5998 
1068 -8383.4067 -8383.4067 0.0 396.2907 
1069 -8395.2263 -8395.2263 0.0 398.008 
1070 -8395.2206 -8395.2206 0.0 397.9674 
1071 -8395.2263 -8395.2263 0.0 398.004 
1072 -8395.2264 -8395.2264 0.0 398.0053 
1073 -8263.2122 -8263.2122 0.0 398.0539 
1074 -8397.7656 -8397.7656 0.0 398.7851 
1075 -8396.4312 -8396.4312 0.0 399.2194 
1076 -8397.7533 -8397.7533 0.0 398.8336 
1077 -8397.7655 -8397.7655 0.0 398.79 
1078 -8397.7656 -8397.7656 0.0 398.7869 
1079 -8275.4611 -8275.4611 0.0 393.0693 
1080 -8402.1912 -8402.1912 0.0 398.4454 
1081 -8400.9279 -8400.9279 0.0 398.1786 
